time,x_1,y_1,psi_1,phi_1,v_1,x_2,y_2,psi_2,phi_2,v_2
3.0,35.72668963973771,2.5872791772317463,-0.2114534339646927,-0.0037799973222321323,12.108511298162773,14.273326607912077,-2.5872332582961683,2.9301461443522747,-0.0037230372534072173,12.108515669589995
3.02,35.96346335715393,2.536439978200364,-0.21150506963355156,-0.0031866919009811492,12.108511202495958,14.036552403945265,-2.53639591116558,2.930095482419637,-0.00312659938003051,12.108515549547619
3.04,36.20023487430834,2.4855905428689744,-0.2115483040976983,-0.0026682147757097125,12.108511098454942,13.799780351062058,-2.4855485671398814,2.9300532571539333,-0.002605933324826076,12.108515332088187
3.06,36.437004567209684,2.4347326246101573,-0.21158413370228393,-0.002211225515727516,12.108510986687513,13.563010074203898,-2.434692983942493,2.9300184534857996,-0.002147910749594239,12.10851501462379
3.08,36.673772771040724,2.383867785786947,-0.2116133650027565,-0.0018040118675090395,12.108510867748258,13.326241240055557,-2.383830723529644,2.9299902448561572,-0.0017408983614780704,12.108514602972827
3.1,36.910539788630906,2.3329974374697557,-0.211636636860394,-0.0014362249645688847,12.108510742080217,13.089473548214434,-2.3329631918698643,2.9299679729636003,-0.0013745125191767318,12.108514119706262
3.12,37.14730589802008,2.2821228748492386,-0.21165443860688998,-0.0010986368201667007,12.10851061001261,12.852706723133755,-2.282091674653298,2.9299511306610704,-0.0010394249641962631,12.10851360827252
3.14,37.38407135929422,2.231245309207269,-0.21166712457154835,-0.0007829159027800643,12.108510471767955,12.615940506736317,-2.2312173694956505,2.9299393472224002,-0.0007272166203235457,12.10851313648095
3.16,37.620836420862645,2.180365897252483,-0.2116749252054133,-0.00048141715194146835,12.108510327474153,12.379174651839326,-2.1803414151572085,2.9299323755879354,-0.00043025548817353116,12.108512787828122
3.18,37.85760132533823,2.1294857685841078,-0.21167795498219072,-0.00018698308126779842,12.108510177178529,12.142408915225532,-2.1294649181579044,2.929930082158495,-0.00014153939649805692,12.10851270590385
3.2,38.094366315175726,2.078606052017589,-0.2116762172031255,0.00010724727782297435,12.108510020861862,11.905643053175803,-2.0785889785438862,2.929932441234275,0.00014559065142974646,12.108512982853085
3.22,38.3311316382201,2.02772790148791,-0.21166960578004168,0.00040802485627302215,12.10850985845112,11.6688768152941,-2.027714715347986,2.929939535259822,0.00043780878527957854,12.108513746035875
3.24,38.567897553315674,1.976852522241856,-0.2116579040160687,0.0007221758232954298,12.10850968983004,11.43210994102405,-1.976843293432526,2.929951558069486,0.0007419894289867094,12.108515011995273
3.2600000000000002,38.80466433612861,1.9259811980395178,-0.2116407803460218,0.001056789207375503,12.108509514847015,11.195342155285884,-1.925975950148609,2.9299688149094467,0.0010650083458805808,12.108516731547397
3.2800000000000002,39.041432285340164,1.8751153201089665,-0.21161778093695066,0.0014194106518595308,12.108509333319716,10.958573166648414,-1.8751140210350825,2.929991716362406,0.0014133663071681068,12.108518676211046
3.3000000000000003,39.278201729375766,1.8242564186374217,-0.21158831898297972,0.0018182463981766036,12.108509145035864,10.721802669502017,-1.8242589750594547,2.9300208134036865,0.0017957274189276877,12.108520142814067
3.3200000000000003,39.51497303384628,1.7734061976388766,-0.21155166045608317,0.0022623819634212637,12.108508949749304,10.485030340193253,-1.7734124654530072,2.9300568656019212,0.0022249645255997745,12.108520085566838
3.34,39.7517466098928,1.7225665741137701,-0.21150690599452487,0.002762020434406228,12.10850874716999,10.24825579705027,-1.7225763628264155,2.9301008008891847,0.0027114676750290023,12.108519068257463
3.36,39.98852292364495,1.6717397225131199,-0.21145296852172304,0.0033287458533999867,12.108508536945894,10.011478554178252,-1.6717527754692603,2.93015366919395,0.003262765710218618,12.108519704505426
3.38,40.225302507026136,1.6209281256401613,-0.21138854608830174,0.003975817842416495,12.108508318633803,9.774698090606817,-1.6209441130820093,2.9302167178075473,0.0038910375949310887,12.108520564318637
3.4,40.462085970167195,1.5701346332702597,-0.21131208931661932,0.004718504429819065,12.108508091654693,9.53791381978299,-1.5701531544572103,2.930291493724052,0.004614777425801496,12.108521006669237
3.42,40.6988740157231,1.5193625299486306,-0.21122176269706786,0.0055744610396097445,12.108507855227558,9.301125026655054,-1.519383119702636,2.9303798900254017,0.005455341517742561,12.108522719552234
3.44,40.93566745542687,1.46861561364016,-0.2111153988350437,0.006564164825417905,12.108507608273232,9.064330955972624,-1.4686377957610912,2.930484230143704,0.0064392819696799265,12.108521773141272
3.46,41.172467229260185,1.4178982871625085,-0.21099044457171234,0.007711415038655532,12.108507349276552,8.82753084914198,-1.417921700596303,2.930607468726261,0.007605539861707384,12.108510736625332
3.48,41.4092744276735,1.3672156646404576,-0.21084389769396902,0.009043911996937711,12.10850707609106,8.590723483350082,-1.3672399414521288,2.9307523867574954,0.008943395003534825,12.10850622525246
3.5,41.646090317349156,1.3165736955860061,-0.21067223270054763,0.010593929581573314,12.10850678566467,8.353907394327626,-1.316598338359033,2.930922070789044,0.010471692858714956,12.108512706255963
3.52,41.88291637107126,1.265979309647895,-0.21047131378998954,0.012399099209417076,12.108506473657291,8.117081274446303,-1.266003874185958,2.9311210809511272,0.012281322484727339,12.108510525871715
3.54,42.11975430234646,1.215440585603019,-0.21023629286523418,0.014503327140599601,12.10850613391078,7.880243406313528,-1.2154646739745663,2.9313543833653686,0.014397293310046064,12.108508014874605
3.56,42.35660610551195,1.1649669488034406,-0.2099614898846229,0.01695787216807448,12.108505757717628,7.643391730574931,-1.1649902342180027,2.9316278111870084,0.016873031211511364,12.108507893986697
